13K674,K674,CITY POLYTECHNIC HIGH SCHOOL OF ENGINEERING  ARCHITECTURE  AND TECHNOLOGY,DOE,Career Technical,High school,09 10 11 12 SE,09 10 11 12,Jul 1 2009,Open,K580,105 JOHNSON STREET,BROOKLYN,NY,11201,13,13,K813,COMMUNITY SCHOOL DISTRICT 13
24Q550,Q550,High School for Arts and Business,DOE,General Academic,High school,09 10 11 12 SE,09 10 11 12,Apr 24 1998,Open,Q456,105-25 HORACE HARDING EXPY N,QUEENS,NY,11368,24,24,Q824,COMMUNITY SCHOOL DISTRICT 24
31R048,R048,P.S. 048 William C. Wilcox,DOE,General Academic,Elementary,0K 01 02 03 04 05 06 SE,PK 0K 01 02 03 04 05,Jul 1 1931,Open,R071,1050 Targee Street,Staten Island,NY,10304,31,31,R831,COMMUNITY SCHOOL DISTRICT 31
15K529,K529,West Brooklyn Community High School,DOE,Transfer School,High school,10/11/2012,09 10 11 12,Jul 1 2006,Open,K781,1053 41ST STREET,BROOKLYN,NY,11219,15,15,K815,COMMUNITY SCHOOL DISTRICT 15
31R009,R009,Naples Street Elementary School,DOE,General Academic,Elementary,PK 0K SE,PK 0K 01 02 03 04 05,Jul 1 2013,Open,R048,1055 TARGEE STREET,STATEN ISLAND,NY,10304,31,31,R831,COMMUNITY SCHOOL DISTRICT 31
18K219,K219,P.S. 219 Kennedy-King,DOE,General Academic,Elementary,PK 0K 01 02 03 04 05 SE,PK 0K 01 02 03 04 05,Jul 1 1927,Open,K219,1060 CLARKSON AVENUE,BROOKLYN,NY,11212,18,18,K818,COMMUNITY SCHOOL DISTRICT 18
31R054,R054,P.S. 054 Charles W. Leng,DOE,General Academic,Elementary,PK 0K 01 02 03 04 05 SE,PK 0K 01 02 03 04 05,Jul 1 1970,Open,R054,1060 WILLOWBROOK ROAD,STATEN ISLAND,NY,10314,31,31,R831,COMMUNITY SCHOOL DISTRICT 31
19K404,K404,Academy for Young Writers,DOE,General Academic,High school,06 09 10 11 12 SE,06 07 08 09 10 11 12,Jul 1 2006,Open,K422,1065 ELTON STREET,BROOKLYN,NY,11208,19,19,K819,COMMUNITY SCHOOL DISTRICT 19
19K422,K422,Spring Creek Community School,DOE,General Academic,Secondary School,06 07 SE,06 07 08 09 10 11 12,Jul 1 2012,Open,K422,1065 ELTON STREET,BROOKLYN,NY,11208,19,19,K819,COMMUNITY SCHOOL DISTRICT 19
24Q014,Q014,P.S. 014 Fairview,DOE,General Academic,Elementary,0K 01 02 03 04 05 SE,0K 01 02 03 04 05,Jul 1 1915,Open,Q014,107-01 OTIS AVENUE,QUEENS,NY,11368,24,24,Q824,COMMUNITY SCHOOL DISTRICT 24
29Q116,Q116,PS/IS 116 William C. Hughley,DOE,General Academic,K-8,0K 01 02 03 04 05 06 07 08 SE,PK 0K 01 02 03 04 05 06 07 08,Jul 1 1925,Open,Q116,107-25 WREN PLACE,QUEENS,NY,11433,29,29,Q829,COMMUNITY SCHOOL DISTRICT 29
08X036,X036,P.S. 036 Unionport,DOE,General Academic,Elementary,0K 01 02 03 04 05 SE,PK 0K 01 02 03 04 05,Jul 1 1901,Open,X036,1070 CASTLE HILL AVENUE,BRONX,NY,10472,8,8,X808,COMMUNITY SCHOOL DISTRICT 08
18K279,K279,P.S. 279 Herman Schreiber,DOE,General Academic,Elementary,0K 01 02 03 04 05 SE,PK 0K 01 02 03 04 05,Jul 1 1959,Open,K279,1070 EAST 104 STREET,BROOKLYN,NY,11236,18,18,K818,COMMUNITY SCHOOL DISTRICT 18
18K276,K276,P.S. 276 Louis Marshall,DOE,General Academic,Elementary,0K 01 02 03 04 05 SE,PK 0K 01 02 03 04 05,Jul 1 1964,Open,K276,1070 EAST 83 STREET,BROOKLYN,NY,11236,18,18,K818,COMMUNITY SCHOOL DISTRICT 18
21K225,K225,P.S. K225 - The Eileen E. Zaglin,DOE,General Academic,K-8,PK 0K 01 02 03 04 05 06 07 08 SE,PK 0K 01 02 03 04 05 06 07 08,Jul 1 1928,Open,K225,1075 OCEAN VIEW AVENUE,BROOKLYN,NY,11235,21,21,K03G,COMMUNITY SCHOOL DISTRICT 21
75K771,K771,P.S. K771,DOE,Special Education,K-12 all grades,01 02 03 04 05 06 07 08 09 10 11 12 SE,01 02 03 04 05 06 07 08 09 10 11 12 SE,Sep 19 1994,Open,K225,1075 OCEAN VIEW AVENUE,BROOKLYN,NY,11235,21,75,M02I,CITYWIDE SPECIAL EDUCATION
08X119,X119,P.S. 119,DOE,General Academic,Elementary,PK 0K 01 02 03 04 05 SE,PK 0K 01 02 03 04 05,Jul 1 1939,Open,X119,1075 PUGSLEY AVENUE,BRONX,NY,10472,8,8,X808,COMMUNITY SCHOOL DISTRICT 08
18K114,K114,P.S. 114 Ryder Elementary,DOE,General Academic,Elementary,0K 01 02 03 04 05 SE,PK 0K 01 02 03 04 05,Jul 1 1907,Open,K114,1077 REMSEN AVENUE,BROOKLYN,NY,11236,18,18,K818,COMMUNITY SCHOOL DISTRICT 18
84K379,K379,Explore Excel Charter School,Charter,General Academic,K-8,0K 01 02 03 04 05,0K 01 02 03 04 05 06 07 08,Jul 1 2011,Open,K114,1077 REMSEN AVENUE,BROOKLYN,NY,11236,18,84,K01D,OFFICE OF CHARTER SCHOOLS
14K250,K250,P.S. 250 George H. Lindsay,DOE,General Academic,Elementary,PK 0K 01 02 03 04 05 SE,PK 0K 01 02 03 04 05,Jul 1 1964,Open,K250,108 MONTROSE AVENUE,BROOKLYN,NY,11206,14,14,K814,COMMUNITY SCHOOL DISTRICT 14
27Q108,Q108,P.S. 108 Captain Vincent G. Fowler,DOE,General Academic,Elementary,0K 01 02 03 04 05 SE,PK 0K 01 02 03 04 05,Jul 1 1925,Open,Q108,108-10 109 AVENUE,QUEENS,NY,11420,27,27,Q827,COMMUNITY SCHOOL DISTRICT 27
28Q048,Q048,P.S. 048 William Wordsworth,DOE,General Academic,Elementary,0K 01 02 03 04 05 SE,PK 0K 01 02 03 04 05,Jul 1 1936,Open,Q276,108-29 155 STREET,QUEENS,NY,11433,28,28,Q828,COMMUNITY SCHOOL DISTRICT 28
28Q287,Q287,The Emerson School,DOE,General Academic,Junior High-Intermediate-Middle,06 SE,6/7/2008,Jul 1 2013,Open,Q008,108-35 167 STREET,QUEENS,NY,11433,28,28,Q828,COMMUNITY SCHOOL DISTRICT 28
28Q008,Q008,J.H.S. 008 Richard S. Grossley,DOE,General Academic,Junior High-Intermediate-Middle,06 07 08 SE,6/7/2008,Jul 1 1963,Open,Q008,108-35 167 STREET,QUEENS,NY,11433,28,28,Q828,COMMUNITY SCHOOL DISTRICT 28
18K588,K588,Middle School for Art and Philosophy,DOE,General Academic,Junior High-Intermediate-Middle,06 07 08 SE,6/7/2008,Jul 1 2007,Open,K252,1084 LENOX ROAD,BROOKLYN,NY,11212,18,18,K818,COMMUNITY SCHOOL DISTRICT 18
