12X212,X212,P.S. 212,DOE,General Academic,K-8,0K 01 02 03 04 05 06 07 08 SE,PK 0K 01 02 03 04 05 06 07 08,Jul 1 1999,Open,X198,1180 TINTON AVENUE,BRONX,NY,10456,12,12,X812,COMMUNITY SCHOOL DISTRICT 12,true
10X363,X363,ACADEMY FOR PERSONAL LEADERSHIP AND EXCELLENCE,DOE,General Academic,Junior High-Intermediate-Middle,06 07 08 SE,6/7/2008,Jul 1 2010,Open,X115,120 EAST 184 STREET,BRONX,NY,10468,10,10,X810,COMMUNITY SCHOOL DISTRICT 10,true
10X459,X459,EAST FORDHAM ACADEMY FOR THE ARTS,DOE,General Academic,Junior High-Intermediate-Middle,06 07 08 SE,6/7/2008,Jul 1 2009,Open,X115,120 EAST 184 STREET,BRONX,NY,10468,10,10,X810,COMMUNITY SCHOOL DISTRICT 10,true
10X237,X237,The Marie Curie School for Medicine  Nursing  and Health Professions,DOE,General Academic,High school,09 10 11 12 SE,09 10 11 12,Sep 8 2004,Open,X143,120 WEST 231 STREET,BRONX,NY,10463,10,10,X810,COMMUNITY SCHOOL DISTRICT 10,true
10X244,X244,The New School for Leadership and Journalism,DOE,General Academic,Junior High-Intermediate-Middle,06 07 08 SE,6/7/2008,Jul 1 2005,Open,X143,120 WEST 231 STREET,BRONX,NY,10463,10,10,X810,COMMUNITY SCHOOL DISTRICT 10,true
01M363,M363,Neighborhood School,DOE,General Academic,Elementary,0K 01 02 03 04 05 SE,PK 0K 01 02 03 04 05,Jul 1 1999,Open,M063,121 EAST 3 STREET,MANHATTAN,NY,10009,1,1,M801,COMMUNITY SCHOOL DISTRICT 01,true
01M063,M063,The STAR Academy - P.S.63,DOE,General Academic,Elementary,0K 01 02 03 04 05 SE,PK 0K 01 02 03 04 05,Jul 1 1905,Open,M063,121 EAST 3 STREET,MANHATTAN,NY,10009,1,1,M801,COMMUNITY SCHOOL DISTRICT 01,true
03M307,M307,Urban Assembly School for Media Studies  The,DOE,General Academic,High school,09 10 11 12 SE,09 10 11 12,Sep 8 2004,Open,M490,122 AMSTERDAM AVENUE,MANHATTAN,NY,10023,3,3,M803,COMMUNITY SCHOOL DISTRICT 03,true
03M492,M492,High School for Law  Advocacy and Community Justice,DOE,General Academic,High school,09 10 11 12 SE,09 10 11 12,Dec 4 1997,Open,M490,122 AMSTERDAM AVENUE,MANHATTAN,NY,10023,3,3,M803,COMMUNITY SCHOOL DISTRICT 03,true
03M494,M494,High School of Arts and Technology,DOE,General Academic,High school,09 10 11 12 SE,09 10 11 12,Jul 1 2001,Open,M490,122 AMSTERDAM AVENUE,MANHATTAN,NY,10023,3,3,M803,COMMUNITY SCHOOL DISTRICT 03,true
